251.49	137.5
252.03	135.1
252.57	115.2
253.11	112.9
253.65	103.4
254.18	103
254.72	104.6
255.26	105.1
255.8	102.5
256.34	102.4
256.88	99.8
257.42	99.8
257.95	108
258.49	108
259.03	125.5
259.57	125.5
260.11	115
260.65	114.9
261.19	103.7
261.73	104.5
262.26	98.8
262.8	98.5
263.34	101.9
263.88	103.6
264.42	102.8
264.96	101.9
265.5	98.5
266.03	99.3
266.57	100.9
267.11	100.4
267.65	108.7
268.19	109
268.73	122.1
269.27	122.1
269.8	105.5
270.34	105.5
270.88	96.7
271.42	96.7
271.96	96.8
272.5	96.8
273.04	96.8
273.58	96.8
274.11	96.7
274.65	96.9
275.19	110.4
275.73	110.2
276.27	124.3
276.81	124.3
277.35	118.1
277.88	118.5
278.42	106.2
278.96	106.1
279.5	100.7
280.04	100.8
280.58	101.6
281.12	101.9
281.65	103.8
282.19	103.4
282.73	95.4
283.27	95.3
283.81	100.3
284.35	100.1
284.89	111.3
285.43	111.5
285.96	117.5
286.5	117.5
287.04	105.1
287.58	105.3
288.12	96.6
288.66	97.3
289.2	96
289.73	97.1
290.27	95.6
290.81	95.1
291.35	92.2
291.89	91.7
292.43	103.7
292.97	103.7
293.5	117.4
294.04	117.4
294.58	121.5
295.12	121.5
295.66	107.4
296.2	107.1
296.74	101.2
297.28	101.3
297.81	102.2
298.35	102.3
298.89	100.2
299.43	100.2
299.97	99
300.51	99.7
301.05	104.4
301.58	103.6
302.12	119.2
302.66	119.2
303.2	118.7
303.74	118.7
304.28	103.2
304.82	103.2
305.35	93.6
305.89	93.6
306.43	98.6
306.97	98.6
307.51	103
308.05	102.8
308.59	98.9
309.13	98.9
309.66	103.9
310.2	103.9
310.74	115.3
311.28	115.3
311.82	112.1
312.36	112.1
312.9	102.4
313.43	102.7
313.97	97
314.51	96.7
315.05	94.9
315.59	94.9
316.13	95.8
316.67	95.7
317.2	94.9
317.74	95.1
318.28	107.3
318.82	107.9
319.36	122.2
319.9	123.6
320.44	117.1
320.98	116.6
321.51	103
322.05	102.5
322.59	94.5
323.13	94.5
323.67	95.4
324.21	95.4
324.75	94.7
325.28	94.7
325.82	95.9
326.36	95.9
326.9	104.2
327.44	104.2
327.98	118.8
328.52	118.8
329.05	117.6
329.59	117.6
330.13	104
330.67	103.9
331.21	101
331.75	102.7
332.29	104.5
332.83	105.8
333.36	99.8
333.9	99.4
334.44	99.9
334.98	100
335.52	106.1
336.06	106.4
336.6	120.6
337.13	122.1
337.67	116.3
338.21	116.3
338.75	103.8
339.29	103.8
339.83	97.3
340.37	97.5
340.9	101.6
341.44	102
341.98	101.8
342.52	101.3
343.06	98.7
343.6	98.7
344.14	101.6
344.68	101.3
345.21	115.2
345.75	115.2
346.29	117.2
346.83	117
347.37	103.7
347.91	103.7
348.45	95.4
348.98	95.2
349.52	96.7
350.06	96.7
350.6	96.7
351.14	96.7
351.68	95.8
352.22	95.6
352.75	102.6
353.29	102.8
353.83	113.8
354.37	113.8
354.91	123.4
355.45	123.4
355.99	107.8
356.53	108
357.06	100
357.6	99.7
358.14	101.1
358.68	101.1
359.22	102.5
359.76	102.2
360.3	96.5
360.83	96.3
361.37	105.9
361.91	106.1
362.45	121.5
362.99	121.5
363.53	117.1
364.07	116.9
364.6	104.1
365.14	104.1
365.68	98.9
366.22	98.7
366.76	100.9
367.3	101.2
367.84	97.4
368.38	97.4
368.91	97.6
369.45	97.6
369.99	105.2
370.53	105.8
371.07	119.9
371.61	121.1
372.15	117.9
372.68	117.9
373.22	107.4
373.76	107.4
374.3	97.8
374.84	97.8
375.38	95.7
375.92	95.7
376.45	95.3
376.99	95.3
377.53	96.4
378.07	96.5
378.61	107
379.15	106.9
379.69	119.9
380.23	119.9
380.76	117.7
381.3	117.1
381.84	106.8
382.38	106.3
382.92	97.8
383.46	97.8
384	97.6
384.53	97.6
385.07	97.7
385.61	97
386.15	96.5
386.69	96.3
387.23	101.8
387.77	101.7
388.3	111.8
388.84	111.8
389.38	118.1
389.92	118
390.46	104.6
391	104.6
391.54	99.2
392.08	99.7
392.61	104.9
393.15	105.7
393.69	102.6
394.23	102.7
394.77	99.9
395.31	99.4
395.85	105.7
396.38	105.7
396.92	120.7
397.46	121.5
398	116.9
398.54	116.9
399.08	103.9
399.62	104
400.15	96.3
400.69	95.9
401.23	97.8
401.77	97.9
402.31	99.1
402.85	97.8
403.39	95.3
403.93	94.9
404.46	102.5
405	103.1
405.54	116.7
406.08	116.7
406.62	117.6
407.16	116.9
407.7	102.3
408.23	101.9
408.77	93.4
409.31	93.4
409.85	93.4
410.39	93.4
410.93	96
411.47	95.7
412	94.3
412.54	93.9
413.08	102
413.62	103.1
414.16	114.6
414.7	115
415.24	111.7
415.78	111.7
416.31	99.9
416.85	99.9
417.39	96.8
417.93	96.8
418.47	99.6
419.01	99.6
419.55	98.7
420.08	98.5
420.62	95.9
421.16	95.8
421.7	102.4
422.24	102.4
422.78	114.7
423.32	114.7
423.85	122.2
424.39	121.6
424.93	106.7
425.47	106.3
426.01	97.1
426.55	97.3
427.09	103.5
427.63	103.8
428.16	101.6
428.7	102
429.24	99.3
429.78	98.9
430.32	102.9
430.86	103.4
431.4	118.3
431.93	118.7
432.47	112.4
433.01	111.7
433.55	98
434.09	97.7
434.63	94.4
435.17	94.6
435.7	96.6
436.24	96.8
436.78	98.5
437.32	98.5
437.86	100.2
438.4	100.5
438.94	105.4
439.48	105.3
440.01	115.1
440.55	115.1
441.09	116
441.63	115.6
442.17	102.8
442.71	102.2
443.25	96.2
443.78	96.2
444.32	99.4
444.86	100
445.4	101.9
445.94	101.5
446.48	96.1
447.02	95.7
447.55	104.7
448.09	104.8
448.63	119.7
449.17	119.7
449.71	118.8
450.25	118.8
450.79	106.2
451.33	106.2
451.86	95.4
452.4	95.5
452.94	98.6
453.48	98.6
454.02	101
454.56	101
455.1	97.7
455.63	97.6
456.17	102.7
456.71	102.7
457.25	115.5
457.79	115.5
458.33	118.7
458.87	118.7
459.4	104.9
459.94	104.7
460.48	96.9
461.02	98.4
461.56	98
462.1	99.9
462.64	97.4
463.18	96.8
463.71	97.7
464.25	97.2
464.79	103.6
