251.49	111.8
252.03	110
252.57	108.6
253.11	107.6
253.65	107.3
254.18	107.3
254.72	107.7
255.26	108.4
255.8	108.2
256.34	107.4
256.88	106.6
257.42	106.3
257.95	106.3
258.49	106.4
259.03	106.7
259.57	107.2
260.11	107.3
260.65	107.2
261.19	107.6
261.73	107.9
262.26	107.7
262.8	107.6
263.34	107.5
263.88	108.1
264.42	108.2
264.96	107.5
265.5	107.2
266.03	106.9
266.57	106.7
267.11	106.9
267.65	107.1
268.19	107.9
268.73	107.7
269.27	107.1
269.8	107.2
270.34	107.2
270.88	107.6
271.42	108
271.96	108.1
272.5	108.5
273.04	107.6
273.58	107
274.11	107
274.65	106.7
275.19	106.6
275.73	106.6
276.27	106.5
276.81	106.9
277.35	106.7
277.88	106.3
278.42	106.5
278.96	106.5
279.5	106.5
280.04	106.5
280.58	106.4
281.12	106.7
281.65	106.3
282.19	106.2
282.73	106.2
283.27	106.2
283.81	106.2
284.35	106.4
284.89	106.3
285.43	106.5
285.96	106.7
286.5	106.5
287.04	106.5
287.58	106.5
288.12	106.4
288.66	106.5
289.2	106.5
289.73	107.1
290.27	106.1
290.81	106
291.35	106.1
291.89	106
292.43	106
292.97	106.2
293.5	106.5
294.04	107
294.58	107.8
295.12	107.1
295.66	106.9
296.2	106.5
296.74	106.2
297.28	106.1
297.81	106.3
298.35	106.5
298.89	106.3
299.43	106.1
299.97	106.1
300.51	106.1
301.05	106.2
301.58	106.3
302.12	106.3
302.66	106.6
303.2	106.7
303.74	106.4
304.28	106.4
304.82	106.2
305.35	106
305.89	106
306.43	106.2
306.97	106.3
307.51	106.3
308.05	106.1
308.59	105.9
309.13	105.9
309.66	105.8
310.2	106.1
310.74	106.5
311.28	107.1
311.82	106.8
312.36	106.5
312.9	106.5
313.43	106.4
313.97	106.6
314.51	106.8
315.05	107
315.59	107.5
316.13	107.2
316.67	107.1
317.2	106.9
317.74	106.7
318.28	106.3
318.82	106.3
319.36	106.3
319.9	106.5
320.44	106.7
320.98	106.5
321.51	106.3
322.05	106.1
322.59	105.9
323.13	106
323.67	105.9
324.21	106.1
324.75	106.1
325.28	105.9
325.82	105.9
326.36	105.9
326.9	105.9
327.44	105.9
327.98	105.9
328.52	105.9
329.05	106
329.59	106
330.13	106
330.67	106
331.21	106.3
331.75	107
332.29	107
332.83	107.5
333.36	107
333.9	106.7
334.44	106.8
334.98	106.8
335.52	106.7
336.06	106.5
336.6	106.5
337.13	106.6
337.67	108
338.21	107.3
338.75	107.1
339.29	107
339.83	106.8
340.37	106.6
340.9	106.3
341.44	106.4
341.98	106.6
342.52	106.5
343.06	106.5
343.6	106.2
344.14	106
344.68	106
345.21	106.1
345.75	106.3
346.29	106.1
346.83	106
347.37	106.1
