Wavelength,Wavenumber,Intensity
251.83884117409121,20910.941185340504,0.9126950354609932
252.37671957185486,20826.313570815284,0.8189598108747044
252.91459796961848,20742.045914679766,0.6788888888888888
253.45247636738213,20658.13592521623,0.5294799054373521
253.99035476514575,20574.581330119792,0.5406855791962174
254.5282331629094,20491.379876293206,0.6304964539007091
255.06611156067302,20408.529329644385,0.5701182033096927
255.60398995843667,20326.027474886425,0.3985342789598111
256.1418683562003,20243.872115340157,0.44011820330969276
256.67974675396397,20162.061072739176,0.505271867612293
257.2176251517276,20080.59218703735,0.458936170212766
257.7555035494912,19999.463316218666,0.34654846335697387
258.29338194725483,19918.67233610952,0.36165484633569744
258.8312603450185,19838.21714019333,0.4581323877068556
259.3691387427821,19758.095639427484,0.4601182033096928
259.90701714054575,19678.30576206243,0.3695744680851065
260.4448955383094,19598.845453463204,0.35170212765957454
260.98277393607304,19519.712675933035,0.47198581560283703
261.52065233383667,19440.905408539133,0.5064066193853428
262.0585307316003,19362.42164694066,0.37408983451536637
262.59640912936396,19284.259403218835,0.4343498817966903
263.1342875271276,19206.416705709053,0.5367848699763592
263.6721659248912,19128.891598835107,0.469645390070922
264.2100443226549,19051.68214294542,0.29919621749408987
264.7479227204185,18974.786414151313,0.3180378250591016
265.2858011181821,18898.202504167137,0.45420803782505914
265.82367951594574,18821.928520152476,0.38153664302600454
266.3615579137094,18745.962584556153,0.24479905437352267
266.89943631147304,18670.302834962247,0.27498817966903055
267.43731470923666,18594.947423937774,0.4113947990543735
267.97519310700034,18519.894518882407,0.38562647754137114
268.51307150476396,18445.14230187991,0.2670449172576832
269.0509499025276,18370.688969551295,0.28560283687943266
269.5888283002912,18296.532732909873,0.37872340425531914
270.1267066980549,18222.67181721791,0.33796690307328625
270.6645850958185,18149.104461845083,0.2406855791962177
271.2024634935821,18075.828920128566,0.2703309692671396
271.7403418913458,18002.843459234784,0.38276595744680875
272.2782202891094,17930.146360022845,0.33723404255319134
272.81609868687303,17857.735916909536,0.2462647754137116
273.35397708463665,17785.610437735944,0.24245862884160752
273.89185548240033,17713.76824363562,0.31340425531914917
274.42973388016395,17642.207668904375,0.27208037825059106
274.96761227792757,17570.927060871472,0.19170212765957473
275.5054906756912,17499.924779772417,0.2203073286052012
276.04336907345487,17429.199198623253,0.3219148936170215
276.5812474712185,17358.74870309625,0.27985815602836894
277.1191258689821,17288.571691397097,0.17716312056737593
277.6570042667458,17218.666574143477,0.16139479905437348
278.1948826645094,17149.031774245115,0.21458628841607552
278.732761062273,17079.665726785155,0.19820330969267141
279.27063946003665,17010.566878902908,0.15286052009456286
279.8085178578003,16941.733689678018,0.16375886524822703
280.34639625556395,16873.164630015905,0.20347517730496456
280.88427465332757,16804.858182534503,0.16829787234042537
281.42215305109124,16736.81284145236,0.14562647754137115
281.96003144885486,16669.027112478005,0.14881796690307325
