Wavelength,Wavenumber,Intensity
251.83884117409121,20910.941185340504,0.4231678486997632
252.37671957185486,20826.313570815284,0.24113475177304888
252.91459796961848,20742.045914679766,0.08431836091410538
253.45247636738213,20658.13592521623,0.29078014184397194
253.99035476514575,20574.581330119792,0.32230102442868347
254.5282331629094,20491.379876293206,0.13159968479117534
255.06611156067302,20408.529329644385,0.12923561859732047
255.60398995843667,20326.027474886425,0.33096926713947905
256.1418683562003,20243.872115340157,0.2663514578408188
256.67974675396397,20162.061072739176,0.22379826635145683
257.2176251517276,20080.59218703735,0.13711583924349924
257.7555035494912,19999.463316218666,0.2710795902285259
258.29338194725483,19918.67233610952,0.1174152876280532
258.8312603450185,19838.21714019333,0.0007880220646185876
259.3691387427821,19758.095639427484,0.05594956658786465
259.90701714054575,19678.30576206243,0.19779353821907097
260.4448955383094,19598.845453463204,0.003940110323089385
260.98277393607304,19519.712675933035,0.0
261.52065233383667,19440.905408539133,0.03782505910165401
262.0585307316003,19362.42164694066,0.18045705279747892
262.59640912936396,19284.259403218835,0.12293144208037798
263.1342875271276,19206.416705709053,0.1536643026004718
263.6721659248912,19128.891598835107,0.033096926713947816
264.2100443226549,19051.68214294542,0.0425531914893611
264.7479227204185,18974.786414151313,0.0
265.2858011181821,18898.202504167137,0.0433412135539788
265.82367951594574,18821.928520152476,0.03152088258471242
266.3615579137094,18745.962584556153,0.16863672182821077
266.89943631147304,18670.302834962247,0.12765957446808418
267.43731470923666,18594.947423937774,0.10007880220646115
267.97519310700034,18519.894518882407,0.08904649330181247
268.51307150476396,18445.14230187991,0.1875492513790391
269.0509499025276,18370.688969551295,0.15445232466509218
269.5888283002912,18296.532732909873,0.144996059889678
270.1267066980549,18222.67181721791,0.04097714736012659
270.6645850958185,18149.104461845083,0.1465721040189134
271.2024634935821,18075.828920128566,0.0
271.7403418913458,18002.843459234784,0.15681639085894528
272.2782202891094,17930.146360022845,0.1544523246650904
272.81609868687303,17857.735916909536,0.3420015760441295
273.35397708463665,17785.610437735944,0.11426319936958418
273.89185548240033,17713.76824363562,0.14499605988967623
274.42973388016395,17642.207668904375,0.20646178092986567
274.96761227792757,17570.927060871472,0.3798266351457835
275.5054906756912,17499.924779772417,0.20646178092986478
276.04336907345487,17429.199198623253,0.10086682427107974
276.5812474712185,17358.74870309625,0.09456264775413725
277.1191258689821,17288.571691397097,0.21749408983451435
277.6570042667458,17218.666574143477,0.11662726556343639
278.1948826645094,17149.031774245115,0.11662726556343461
278.732761062273,17079.665726785155,0.0
279.27063946003665,17010.566878902908,0.18439716312056742
279.8085178578003,16941.733689678018,0.13632781717888065
280.34639625556395,16873.164630015905,0.1489361702127665
280.88427465332757,16804.858182534503,0.20252167060677806
281.42215305109124,16736.81284145236,0.3506698187549251
281.96003144885486,16669.027112478005,0.1907013396375108
282.4979098466185,16601.499512700502,0.04570527974783278
283.0357882443821,16534.22857048139,0.0
283.5736666421458,16467.212825347706,0.1891252955082745
284.1115450399094,16400.45082788635,0.1568163908589444
284.649423437673,16333.941139639559,0.18597320724980282
285.18730183543664,16267.68233300159,0.1087470449172585
285.7251802332003,16201.672991116582,0.3026004728132392
286.26305863096394,16135.911707777595,0.16548463356973997
286.80093702872756,16070.397087326695,0.13869188337273375
287.33881542649124,16005.12774455626,0.15287628053585411
287.87669382425486,15940.102304611348,0.36012608353033926
288.4145722220185,15875.319402893147,0.15760441292356386
288.9524506197821,15810.777684963512,0.0748620961386921
289.4903290175458,15746.475806450595,0.36091410559495607
290.0282074153094,15682.41243295549,0.488573680063042
290.566085813073,15618.586239959928,0.343577620173364
291.1039642108367,15554.995912734972,0.3561859732072499
291.6418426086003,15491.6401462508,0.0
292.17972100636393,15428.517645087348,0.27974783293932237
292.71759940412755,15365.627123346101,0.2269503546099294
293.25547780189123,15302.967304562706,0.1962174940898347
293.79335619965485,15240.53692162066,0.09298660362490185
294.3312345974185,15178.334716665879,0.44759653270291544
294.86911299518215,15116.359441022192,0.32624113475177285
295.40699139294577,15054.609855107832,0.31914893617021267
295.9448697907094,14993.084728352762,0.20409771473601346
296.482748188473,14931.782839116931,0.5177304964539022
297.0206265862367,14870.70297460942,0.3853427895981092
297.5585049840003,14809.84393080847,0.15130023640662138
298.0963833817639,14749.204512382363,0.0
298.6342617795276,14688.783532611138,0.3136327817178888
299.1721401772912,14628.57981330924,0.21276595744680904
299.71001857505485,14568.592184748864,0.19858156028368867
300.24789697281847,14508.81948558423,0.04806934594168766
300.78577537058214,14449.260562776653,0.33018124507486313
301.32365376834576,14389.914271520385,0.06855791962174873
301.8615321661094,14330.779475169249,0.17651694247438865
302.39941056387306,14271.855045164084,0.14420803782505853
302.9372889616367,14213.139860960975,0.3096926713947985
303.4751673594003,14154.632809960196,0.24271079590228606
304.0130457571639,14096.33278743591,0.16706067769897626
304.5509241549276,14038.238696466695,0.4349881796690305
305.0888025526912,13980.349447866713,0.6225374310480696
305.62668095045484,13922.66396011764,0.5799842395587085
306.1645593482185,13865.1811593013,0.380614657210403
306.70243774598214,13807.899979033078,0.0
307.24031614374576,13750.8193603959,0.43656422379826676
307.7781945415094,13693.938251875035,0.32624113475177374
308.31607293927306,13637.255609293505,0.17651694247438954
308.8539513370367,13580.770395748197,0.05988967691095404
309.3918297348003,13524.481581546632,0.35776201733648527
309.929708132564,13468.388144144377,0.1560283687943258
310.4675865303276,13412.489068083181,0.25295508274231615
311.0054649280912,13356.783344929627,0.39322301024428796
311.54334332585483,13301.269973214534,0.6579984239558705
312.0812217236185,13245.94795837293,0.335697399527187
