Wavelength,Wavenumber,Intensity
251.83884117409121,20910.941185340504,0.8380952380952381
252.37671957185486,20826.313570815284,0.761904761904762
252.91459796961848,20742.045914679766,0.6785714285714287
253.45247636738213,20658.13592521623,0.6476190476190476
253.99035476514575,20574.581330119792,0.8190476190476191
254.5282331629094,20491.379876293206,0.7690476190476191
255.06611156067302,20408.529329644385,0.7095238095238096
255.60398995843667,20326.027474886425,0.6380952380952382
256.1418683562003,20243.872115340157,0.7880952380952381
256.67974675396397,20162.061072739176,0.7285714285714285
257.2176251517276,20080.59218703735,0.5428571428571428
257.7555035494912,19999.463316218666,0.630952380952381
258.29338194725483,19918.67233610952,0.5738095238095239
258.8312603450185,19838.21714019333,0.6642857142857143
259.3691387427821,19758.095639427484,0.6
259.90701714054575,19678.30576206243,0.5047619047619049
260.4448955383094,19598.845453463204,0.6428571428571429
260.98277393607304,19519.712675933035,0.719047619047619
261.52065233383667,19440.905408539133,0.6571428571428571
262.0585307316003,19362.42164694066,0.6095238095238095
262.59640912936396,19284.259403218835,0.6595238095238095
263.1342875271276,19206.416705709053,0.5761904761904763
263.6721659248912,19128.891598835107,0.5238095238095238
264.2100443226549,19051.68214294542,0.5595238095238096
264.7479227204185,18974.786414151313,0.6238095238095239
265.2858011181821,18898.202504167137,0.5571428571428573
265.82367951594574,18821.928520152476,0.45952380952380956
266.3615579137094,18745.962584556153,0.530952380952381
266.89943631147304,18670.302834962247,0.6452380952380953
267.43731470923666,18594.947423937774,0.6476190476190476
267.97519310700034,18519.894518882407,0.530952380952381
268.51307150476396,18445.14230187991,0.5404761904761904
269.0509499025276,18370.688969551295,0.5761904761904763
269.5888283002912,18296.532732909873,0.5785714285714286
270.1267066980549,18222.67181721791,0.5333333333333333
270.6645850958185,18149.104461845083,0.5571428571428573
271.2024634935821,18075.828920128566,0.5904761904761905
271.7403418913458,18002.843459234784,0.6642857142857143
272.2782202891094,17930.146360022845,0.5071428571428572
272.81609868687303,17857.735916909536,0.4309523809523811
273.35397708463665,17785.610437735944,0.5452380952380952
273.89185548240033,17713.76824363562,0.5523809523809525
274.42973388016395,17642.207668904375,0.530952380952381
274.96761227792757,17570.927060871472,0.4404761904761906
275.5054906756912,17499.924779772417,0.5190476190476191
276.04336907345487,17429.199198623253,0.47857142857142854
276.5812474712185,17358.74870309625,0.3761904761904762
277.1191258689821,17288.571691397097,0.3738095238095238
277.6570042667458,17218.666574143477,0.4404761904761906
278.1948826645094,17149.031774245115,0.48571428571428565
278.732761062273,17079.665726785155,0.3952380952380953
279.27063946003665,17010.566878902908,0.46904761904761905
279.8085178578003,16941.733689678018,0.5500000000000002
280.34639625556395,16873.164630015905,0.4833333333333333
280.88427465332757,16804.858182534503,0.35238095238095246
281.42215305109124,16736.81284145236,0.3642857142857143
281.96003144885486,16669.027112478005,0.37142857142857144
282.4979098466185,16601.499512700502,0.33333333333333337
283.0357882443821,16534.22857048139,0.21666666666666667
283.5736666421458,16467.212825347706,0.19047619047619058
284.1115450399094,16400.45082788635,0.2238095238095239
284.649423437673,16333.941139639559,0.2690476190476191
285.18730183543664,16267.68233300159,0.1261904761904762
285.7251802332003,16201.672991116582,0.19047619047619058
286.26305863096394,16135.911707777595,0.3500000000000001
286.80093702872756,16070.397087326695,0.2928571428571429
287.33881542649124,16005.12774455626,0.22619047619047628
287.87669382425486,15940.102304611348,0.20714285714285718
288.4145722220185,15875.319402893147,0.2142857142857143
288.9524506197821,15810.777684963512,0.20238095238095244
289.4903290175458,15746.475806450595,0.1880952380952381
290.0282074153094,15682.41243295549,0.12380952380952381
290.566085813073,15618.586239959928,0.17142857142857149
291.1039642108367,15554.995912734972,0.13095238095238104
291.6418426086003,15491.6401462508,0.07619047619047625
292.17972100636393,15428.517645087348,0.09285714285714286
292.71759940412755,15365.627123346101,0.10476190476190483
293.25547780189123,15302.967304562706,0.07619047619047625
293.79335619965485,15240.53692162066,0.021428571428571463
294.3312345974185,15178.334716665879,0.06428571428571428
294.86911299518215,15116.359441022192,0.06428571428571428
295.40699139294577,15054.609855107832,0.05476190476190479
295.9448697907094,14993.084728352762,0.04285714285714293
296.482748188473,14931.782839116931,0.023809523809523836
297.0206265862367,14870.70297460942,0.07142857142857151
297.5585049840003,14809.84393080847,0.07857142857142863
298.0963833817639,14749.204512382363,0.03809523809523818
298.6342617795276,14688.783532611138,0.023809523809523836
299.1721401772912,14628.57981330924,0.021428571428571463
299.71001857505485,14568.592184748864,0.023809523809523836
300.24789697281847,14508.81948558423,0.014285714285714346
300.78577537058214,14449.260562776653,0.0
301.32365376834576,14389.914271520385,0.014285714285714346
301.8615321661094,14330.779475169249,0.0
302.39941056387306,14271.855045164084,0.004761904761904856
302.9372889616367,14213.139860960975,0.0
303.4751673594003,14154.632809960196,0.0
304.0130457571639,14096.33278743591,0.0
304.5509241549276,14038.238696466695,0.0
305.0888025526912,13980.349447866713,0.0
305.62668095045484,13922.66396011764,0.0
306.1645593482185,13865.1811593013,0.0
306.70243774598214,13807.899979033078,0.0
307.24031614374576,13750.8193603959,0.0
307.7781945415094,13693.938251875035,0.0071428571428572285
308.31607293927306,13637.255609293505,0.0071428571428572285
308.8539513370367,13580.770395748197,0.0071428571428572285
309.3918297348003,13524.481581546632,0.0
309.929708132564,13468.388144144377,0.0
310.4675865303276,13412.489068083181,0.0
311.0054649280912,13356.783344929627,0.023809523809523836
311.54334332585483,13301.269973214534,0.021428571428571463
312.0812217236185,13245.94795837293,0.01666666666666672
312.61910012138213,13190.81631268467,0.01666666666666672
