Wavelength,Wavenumber,Intensity
251.83884117409121,20910.941185340504,0.8810165484633571
252.37671957185486,20826.313570815284,0.7844680851063831
252.91459796961848,20742.045914679766,0.6460520094562648
253.45247636738213,20658.13592521623,0.490212765957447
253.99035476514575,20574.581330119792,0.4966430260047282
254.5282331629094,20491.379876293206,0.5795744680851066
255.06611156067302,20408.529329644385,0.5318439716312057
255.60398995843667,20326.027474886425,0.3691489361702127
256.1418683562003,20243.872115340157,0.4110165484633571
256.67974675396397,20162.061072739176,0.47137115839243526
257.2176251517276,20080.59218703735,0.4290307328605202
257.7555035494912,19999.463316218666,0.3220094562647752
258.29338194725483,19918.67233610952,0.3330023640661939
258.8312603450185,19838.21714019333,0.4211111111111113
259.3691387427821,19758.095639427484,0.42335697399527195
259.90701714054575,19678.30576206243,0.3460756501182034
260.4448955383094,19598.845453463204,0.3268321513002366
260.98277393607304,19519.712675933035,0.441371158392435
261.52065233383667,19440.905408539133,0.4755319148936171
262.0585307316003,19362.42164694066,0.3383924349881797
262.59640912936396,19284.259403218835,0.4014657210401892
263.1342875271276,19206.416705709053,0.50096926713948
263.6721659248912,19128.891598835107,0.44026004728132395
264.2100443226549,19051.68214294542,0.28274231678486983
264.7479227204185,18974.786414151313,0.29609929078014174
265.2858011181821,18898.202504167137,0.4231205673758863
265.82367951594574,18821.928520152476,0.3463829787234043
266.3615579137094,18745.962584556153,0.2222458628841607
266.89943631147304,18670.302834962247,0.24940898345153673
267.43731470923666,18594.947423937774,0.37115839243498805
267.97519310700034,18519.894518882407,0.35170212765957454
268.51307150476396,18445.14230187991,0.2502600472813239
269.0509499025276,18370.688969551295,0.2643971631205676
269.5888283002912,18296.532732909873,0.3470449172576834
270.1267066980549,18222.67181721791,0.3112529550827423
270.6645850958185,18149.104461845083,0.22165484633569732
271.2024634935821,18075.828920128566,0.24520094562647754
271.7403418913458,18002.843459234784,0.3506855791962177
272.2782202891094,17930.146360022845,0.3085579196217495
272.81609868687303,17857.735916909536,0.22144208037825064
273.35397708463665,17785.610437735944,0.22068557919621756
273.89185548240033,17713.76824363562,0.2844680851063829
274.42973388016395,17642.207668904375,0.24706855791962168
274.96761227792757,17570.927060871472,0.1820094562647756
275.5054906756912,17499.924779772417,0.19401891252955084
276.04336907345487,17429.199198623253,0.2784160756501183
276.5812474712185,17358.74870309625,0.2464539007092198
277.1191258689821,17288.571691397097,0.16174940898345158
277.6570042667458,17218.666574143477,0.14307328605200953
278.1948826645094,17149.031774245115,0.19425531914893623
278.732761062273,17079.665726785155,0.17673758865248246
279.27063946003665,17010.566878902908,0.13995271867612302
279.8085178578003,16941.733689678018,0.14898345153664316
280.34639625556395,16873.164630015905,0.18586288416075658
280.88427465332757,16804.858182534503,0.1542789598108747
281.42215305109124,16736.81284145236,0.13569739952718674
281.96003144885486,16669.027112478005,0.1407565011820331
282.4979098466185,16601.499512700502,0.1504018912529551
283.0357882443821,16534.22857048139,0.12241134751773053
283.5736666421458,16467.212825347706,0.10319148936170208
284.1115450399094,16400.45082788635,0.10867612293144202
284.649423437673,16333.941139639559,0.1436406619385343
