308.4,0.0015784312
308.8889,0.0014901961
309.37778,0.0014754902
309.86667,0.0015310458
310.35556,0.0015898693
310.84445,0.0017047931
311.33334,0.0019172113
311.8222,0.0015615468
312.3111,0.0013218954
312.8,0.0011802831
313.28888,0.0011917212
313.77777,0.0011895425
314.26666,0.001174292
314.75555,0.0013997821
315.24445,0.0017957516
315.73334,0.0010381263
316.22223,0.0010893246
316.71112,0.0012483661
317.2,0.0013333334
317.6889,0.0013850763
318.1778,0.0015070806
318.66666,0.0017331154
319.15555,0.0019700436
319.64444,0.0014847495
320.13333,0.0016252723
320.62222,0.0017135077
321.1111,0.0016051199
321.6,0.0015130719
322.0889,0.0014901961
322.57776,0.0014803922
323.06665,0.0015550108
323.55554,0.0014716777
324.04443,0.0013769064
324.53333,0.0013905229
325.02222,0.0014248366
325.5111,0.0013796296
326,0.0014237473
326.4889,0.0015185185
326.97778,0.0017706972
327.46667,0.0013894335
327.95557,0.0012598039
328.44446,0.0013246188
328.93335,0.0013687364
329.4222,0.0012886709
329.9111,0.0011949892
330.4,0.0013061002
330.8889,0.0016617646
331.37778,0.0011241831
331.86667,0.0011998911
332.35556,0.001332244
332.84445,0.001327342
333.33334,0.0013055555
333.8222,0.0014144881
334.3111,0.0016323529
334.8,0.0019155773
335.28888,0.0014084968
335.77777,0.0013758171
336.26666,0.0013262527
336.75555,0.0012184096
337.24445,0.0011949892
337.73334,0.0012706971
338.22223,0.0013099127
338.71112,0.0013741831
339.2,0.0014035947
339.6889,0.0012238562
340.1778,0.0010925926
340.66666,0.0010882352
341.15555,0.0011356209
341.64444,0.001211329
342.13333,0.001429194
342.62222,0.0017287582
343.1111,0.0015702614
343.6,0.0013474947
344.0889,0.0013485838
344.57776,0.0014232026
345.06665,0.0013246188
345.55554,0.0011813726
346.04443,0.001424292
346.53333,0.0019455338
347.02222,0.0012254901
347.5111,0.0012325709
348,0.0013415032
348.4889,0.0013235295
348.97778,0.0011797386
349.46667,0.0011546841
349.95557,0.0013371459
350.44446,0.0016470589
350.93335,0.001301743
351.4222,0.0013431372
351.9111,0.0015174294
352.4,0.001546841
352.8889,0.0015778868
353.37778,0.0015915033
353.86667,0.0014901961
354.35556,0.0014553377
354.84445,0.0016132897
355.33334,0.0015174291
355.8222,0.0014493464
356.3111,0.0013856209
356.8,0.0013845316
357.28888,0.001472767
357.77777,0.001541939
358.26666,0.0016862745
358.75555,0.0012815903
359.24445,0.0011677559
359.73334,0.0012690631
360.22223,0.001467865
360.71112,0.0015179738
361.2,0.0014673203
361.6889,0.0016318084
362.1778,0.0019433551
362.66666,0.0013235295
363.15555,0.0014656862
363.64444,0.0016459696
364.13333,0.0015947713
364.62222,0.0013714597
365.1111,0.0013126362
365.6,0.0015212419
366.0889,0.0018883442
366.57776,0.0013567539
367.06665,0.0013910675
367.55554,0.0014852942
368.04443,0.0014428105
368.53333,0.0014253813
369.02222,0.001453159
369.5111,0.0014809369
370,0.0015860567
370.4889,0.0016171024
370.97778,0.0014738562
371.46667,0.0013790849
