260,0.003369348
260.5245,0.0032295745
261.049,0.0032699546
261.57352,0.0034669621
262.09802,0.0036591606
262.62253,0.0037549164
263.14703,0.0039100084
263.67154,0.004023913
264.19604,0.003980946
264.72055,0.003947397
265.24506,0.0040648584
265.76956,0.004223063
266.29407,0.0043384624
266.81857,0.0045254063
267.34308,0.004670232
267.86758,0.0048330035
268.3921,0.004927183
268.91656,0.0050020814
269.44107,0.005131669
269.96558,0.005142057
270.49008,0.0052341744
271.0146,0.0053321533
271.5391,0.0056465007
272.0636,0.0058168718
272.5881,0.0061325138
273.1126,0.0061859894
273.63712,0.006507169
274.16162,0.006754823
274.68613,0.0069573284
275.21063,0.00691711
275.73514,0.007095687
276.25964,0.00728271
276.78415,0.007284894
277.30865,0.0070719197
277.83316,0.0069815405
278.35767,0.007123941
278.88217,0.007356882
279.40668,0.0074276985
279.93118,0.0076655713
280.4557,0.0075745857
280.9802,0.007717067
281.5047,0.007401466
282.0292,0.007526809
282.5537,0.007169413
283.07822,0.0072558317
283.60272,0.0074140765
284.12723,0.00736052
284.65173,0.0077388934
285.17624,0.0076197754
285.70074,0.007523171
286.22525,0.0070846924
286.74976,0.0067973454
287.27423,0.006369093
287.79874,0.0061663855
288.32324,0.0062799263
288.84775,0.0061900723
289.37225,0.0059192567
289.89676,0.0054629124
290.42126,0.0053986036
290.94577,0.005451635
291.47028,0.0055807377
291.99478,0.005350221
292.5193,0.0053296476
293.0438,0.0051913694
293.5683,0.005152121
294.0928,0.0053157024
294.6173,0.005501555
295.1418,0.005250788
295.66632,0.0049395114
296.19083,0.0044996585
296.71533,0.0045993347
297.23984,0.0044397153
297.76434,0.003917203
298.28885,0.0035568979
298.81335,0.003280747
299.33786,0.003072057
299.86237,0.0029578295
300.38687,0.0028195118
300.91138,0.0027034248
301.43588,0.0026017681
301.9604,0.0024145013
302.4849,0.0021895627
303.0094,0.00200654
303.5339,0.0018699197
304.0584,0.0017612297
304.5829,0.0016458301
305.10742,0.0016298235
305.6319,0.0016545608
306.1564,0.0015727907
306.6809,0.0015299454
307.2054,0.0015170918
307.72992,0.0015408588
308.25443,0.0015403334
308.77893,0.0015251352
309.30344,0.0015283286
309.82794,0.0015711739
310.35245,0.001548579
310.87695,0.0015491854
311.40146,0.0015764689
311.92596,0.0016153533
312.45047,0.0016951831
312.97498,0.0017841076
313.49948,0.0019143819
314.024,0.001995101
314.5485,0.0020463944
315.073,0.0021743244
315.5975,0.0023148654
316.122,0.0025149453
316.6465,0.0027094474
317.17102,0.002951605
317.69553,0.0031053636
318.22003,0.0032338996
318.74454,0.003320237
319.26904,0.0033478441
319.79355,0.0035566955
320.31805,0.003632079
320.84256,0.0037922645
321.36707,0.003895053
321.89154,0.0042429497
322.41608,0.004353499
